year,realinc,income,educ,health,happy,class,prestg10,paeduc,age,sex,race,marital,polviews,trust,satfin,childs,wrkstat,region,natfare
2010.0,51800.0,12.0,20.0,,1.0,3.0,74.0,20.0,30.0,0,1.0,5.0,4.0,1.0,1.0,,2.0,4.0,
2010.0,51800.0,12.0,19.0,2.0,2.0,3.0,73.0,18.0,34.0,0,3.0,5.0,5.0,2.0,1.0,,1.0,4.0,3.0
2010.0,119606.06532,12.0,16.0,,1.0,2.0,46.0,12.0,67.0,1,3.0,1.0,6.0,1.0,2.0,3.0,1.0,4.0,
2010.0,62160.0,12.0,18.0,2.0,1.0,3.0,61.0,12.0,64.0,0,1.0,1.0,3.0,,1.0,3.0,5.0,4.0,
2010.0,119606.06532,12.0,20.0,,2.0,4.0,47.0,14.0,80.0,1,1.0,3.0,6.0,2.0,2.0,4.0,5.0,4.0,
2010.0,62160.0,12.0,13.0,1.0,1.0,3.0,50.0,12.0,52.0,1,1.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,
2010.0,28490.0,12.0,16.0,2.0,2.0,2.0,17.0,14.0,29.0,0,3.0,5.0,4.0,2.0,2.0,,1.0,2.0,
2010.0,,,14.0,3.0,2.0,,33.0,,24.0,1,2.0,5.0,,,,,6.0,2.0,1.0
2010.0,51800.0,12.0,20.0,2.0,3.0,3.0,51.0,12.0,42.0,0,2.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0
2010.0,,,17.0,3.0,2.0,3.0,61.0,,89.0,0,2.0,3.0,4.0,,2.0,,5.0,2.0,1.0
2010.0,,,2.0,,2.0,3.0,23.0,,61.0,0,2.0,2.0,3.0,2.0,3.0,3.0,7.0,2.0,
2010.0,16835.0,12.0,12.0,1.0,3.0,2.0,24.0,,35.0,1,2.0,5.0,,,3.0,3.0,1.0,2.0,
2010.0,23310.0,12.0,12.0,,2.0,3.0,25.0,12.0,44.0,1,2.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0
2010.0,42735.0,12.0,13.0,2.0,2.0,2.0,69.0,13.0,60.0,0,2.0,1.0,4.0,,3.0,3.0,4.0,2.0,1.0
2010.0,259.0,1.0,14.0,,2.0,2.0,25.0,,28.0,1,2.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,
2010.0,8417.5,10.0,16.0,3.0,3.0,2.0,39.0,,27.0,1,1.0,5.0,4.0,2.0,3.0,,2.0,2.0,
2010.0,72520.0,12.0,17.0,1.0,1.0,3.0,56.0,17.0,38.0,1,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0
2010.0,16835.0,12.0,16.0,2.0,2.0,2.0,36.0,16.0,34.0,0,1.0,1.0,3.0,,2.0,1.0,7.0,2.0,
2010.0,2331.0,4.0,11.0,,2.0,3.0,,12.0,18.0,0,3.0,5.0,4.0,2.0,2.0,,6.0,2.0,2.0
2010.0,259.0,1.0,5.0,3.0,2.0,2.0,24.0,,35.0,0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,
2010.0,7122.5,,12.0,4.0,2.0,3.0,48.0,6.0,29.0,0,3.0,4.0,5.0,,3.0,,4.0,2.0,1.0
2010.0,3885.0,7.0,6.0,,2.0,2.0,35.0,4.0,32.0,0,1.0,1.0,7.0,2.0,3.0,4.0,7.0,2.0,
2010.0,,,18.0,,2.0,2.0,54.0,,63.0,0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
2010.0,5827.5,,12.0,3.0,2.0,3.0,32.0,5.0,80.0,0,2.0,2.0,3.0,,3.0,6.0,5.0,2.0,2.0
2010.0,16835.0,12.0,16.0,,2.0,3.0,23.0,,52.0,1,3.0,5.0,6.0,2.0,3.0,,4.0,2.0,3.0
2010.0,23310.0,12.0,16.0,1.0,2.0,3.0,53.0,13.0,25.0,0,1.0,5.0,2.0,2.0,2.0,,1.0,2.0,
2010.0,28490.0,12.0,12.0,1.0,2.0,,47.0,13.0,70.0,0,1.0,3.0,6.0,1.0,3.0,2.0,5.0,2.0,
2010.0,119606.06532,12.0,20.0,1.0,2.0,3.0,51.0,18.0,35.0,1,3.0,5.0,4.0,,1.0,,1.0,2.0,2.0
2010.0,119606.06532,12.0,17.0,2.0,2.0,4.0,64.0,16.0,41.0,0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,
2010.0,11007.5,11.0,17.0,2.0,2.0,3.0,51.0,13.0,24.0,0,2.0,5.0,2.0,2.0,3.0,,2.0,2.0,
2010.0,119606.06532,12.0,17.0,2.0,2.0,3.0,61.0,12.0,60.0,1,1.0,1.0,2.0,,2.0,1.0,5.0,2.0,1.0
2010.0,42735.0,12.0,12.0,1.0,3.0,3.0,49.0,12.0,55.0,1,1.0,3.0,4.0,,3.0,3.0,1.0,2.0,
2010.0,51800.0,12.0,14.0,2.0,3.0,2.0,28.0,17.0,23.0,1,1.0,5.0,,,3.0,,7.0,2.0,
2010.0,62160.0,12.0,16.0,2.0,2.0,3.0,61.0,14.0,68.0,0,1.0,2.0,3.0,1.0,2.0,2.0,7.0,2.0,
2010.0,,,16.0,,2.0,3.0,35.0,16.0,22.0,0,1.0,5.0,2.0,1.0,1.0,,4.0,2.0,
2010.0,28490.0,12.0,17.0,4.0,3.0,2.0,70.0,16.0,58.0,1,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0
2010.0,16835.0,12.0,20.0,1.0,2.0,3.0,51.0,19.0,55.0,1,1.0,3.0,5.0,,2.0,,1.0,2.0,
2010.0,34965.0,12.0,16.0,,2.0,4.0,33.0,12.0,75.0,1,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0
2010.0,119606.06532,12.0,14.0,3.0,2.0,3.0,53.0,,66.0,1,1.0,3.0,4.0,,1.0,,1.0,2.0,2.0
2010.0,42735.0,12.0,12.0,1.0,2.0,3.0,47.0,12.0,76.0,0,1.0,2.0,4.0,1.0,1.0,4.0,7.0,2.0,3.0
2010.0,23310.0,12.0,12.0,,2.0,2.0,47.0,,79.0,1,1.0,1.0,7.0,2.0,2.0,4.0,5.0,2.0,3.0
2010.0,51800.0,12.0,17.0,,1.0,3.0,39.0,11.0,29.0,0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,
2010.0,42735.0,12.0,16.0,4.0,2.0,3.0,64.0,12.0,60.0,0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0
2010.0,72520.0,12.0,14.0,2.0,1.0,4.0,17.0,,36.0,0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,
2010.0,62160.0,12.0,15.0,2.0,1.0,3.0,72.0,12.0,75.0,1,1.0,1.0,6.0,2.0,1.0,2.0,5.0,2.0,3.0
2010.0,34965.0,12.0,15.0,2.0,2.0,3.0,31.0,13.0,48.0,0,1.0,1.0,3.0,,3.0,3.0,1.0,2.0,
2010.0,42735.0,12.0,11.0,,2.0,2.0,49.0,12.0,35.0,0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0
2010.0,62160.0,12.0,14.0,2.0,2.0,3.0,50.0,12.0,54.0,1,1.0,1.0,4.0,1.0,2.0,,1.0,2.0,
2010.0,51800.0,12.0,14.0,3.0,3.0,3.0,31.0,12.0,45.0,1,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0
2010.0,42735.0,12.0,16.0,1.0,2.0,3.0,61.0,16.0,58.0,0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,
2010.0,51800.0,12.0,16.0,,2.0,3.0,39.0,12.0,46.0,0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,2.0,3.0
2010.0,28490.0,12.0,15.0,2.0,2.0,2.0,31.0,12.0,36.0,0,2.0,1.0,4.0,2.0,3.0,,1.0,2.0,
2010.0,14245.0,12.0,13.0,2.0,1.0,2.0,25.0,,58.0,0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0
2010.0,23310.0,12.0,16.0,,2.0,3.0,61.0,18.0,40.0,0,1.0,3.0,4.0,2.0,3.0,,1.0,2.0,3.0
2010.0,23310.0,12.0,12.0,2.0,1.0,2.0,52.0,12.0,44.0,0,1.0,1.0,4.0,1.0,1.0,,1.0,2.0,
2010.0,42735.0,12.0,19.0,1.0,1.0,2.0,65.0,12.0,59.0,1,1.0,1.0,5.0,,2.0,2.0,4.0,2.0,2.0
2010.0,7122.5,,12.0,,3.0,3.0,32.0,,80.0,0,1.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,
2010.0,7122.5,,12.0,,2.0,1.0,28.0,,72.0,0,1.0,2.0,4.0,2.0,1.0,6.0,5.0,2.0,
2010.0,14245.0,12.0,12.0,3.0,2.0,3.0,37.0,12.0,76.0,0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,
2010.0,34965.0,12.0,13.0,4.0,2.0,3.0,51.0,6.0,65.0,0,1.0,1.0,6.0,,1.0,2.0,,2.0,3.0
2010.0,34965.0,12.0,20.0,,2.0,2.0,61.0,,43.0,0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,
2010.0,42735.0,12.0,12.0,,2.0,3.0,35.0,12.0,73.0,0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0
2010.0,62160.0,12.0,14.0,1.0,1.0,2.0,31.0,12.0,27.0,0,1.0,1.0,2.0,,2.0,2.0,7.0,4.0,3.0
2010.0,,,16.0,,1.0,3.0,66.0,10.0,73.0,1,1.0,1.0,5.0,1.0,1.0,3.0,5.0,4.0,3.0
2010.0,119606.06532,12.0,20.0,1.0,1.0,3.0,63.0,15.0,60.0,0,1.0,1.0,2.0,1.0,1.0,,5.0,4.0,
2010.0,23310.0,12.0,14.0,2.0,2.0,2.0,45.0,,42.0,0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0
2010.0,51800.0,12.0,18.0,,2.0,3.0,51.0,17.0,51.0,1,1.0,5.0,4.0,2.0,1.0,,1.0,4.0,2.0
2010.0,,,15.0,,2.0,3.0,33.0,16.0,21.0,1,1.0,5.0,2.0,1.0,1.0,,2.0,4.0,2.0
2010.0,3885.0,7.0,7.0,,3.0,1.0,,,30.0,0,1.0,5.0,2.0,2.0,3.0,,,4.0,
2010.0,28490.0,12.0,12.0,,2.0,2.0,52.0,12.0,45.0,0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,
2010.0,,,12.0,1.0,2.0,2.0,55.0,,35.0,0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,
2010.0,,,13.0,1.0,1.0,3.0,49.0,,79.0,0,1.0,2.0,6.0,,2.0,,1.0,4.0,3.0
2010.0,72520.0,12.0,20.0,3.0,2.0,4.0,38.0,12.0,67.0,1,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0
2010.0,119606.06532,12.0,14.0,,2.0,4.0,31.0,16.0,19.0,0,1.0,5.0,2.0,2.0,2.0,,1.0,4.0,2.0
2010.0,119606.06532,12.0,16.0,2.0,2.0,4.0,63.0,16.0,76.0,1,1.0,1.0,6.0,,2.0,3.0,2.0,4.0,3.0
2010.0,119606.06532,12.0,16.0,,2.0,4.0,50.0,14.0,70.0,0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,
2010.0,119606.06532,12.0,18.0,1.0,1.0,4.0,58.0,16.0,60.0,1,1.0,3.0,2.0,1.0,1.0,,1.0,4.0,1.0
2010.0,14245.0,12.0,16.0,1.0,2.0,1.0,44.0,12.0,47.0,1,1.0,5.0,4.0,,3.0,1.0,1.0,4.0,
2010.0,28490.0,12.0,17.0,,1.0,3.0,51.0,18.0,57.0,0,1.0,5.0,3.0,1.0,2.0,,1.0,4.0,2.0
2010.0,28490.0,12.0,16.0,3.0,2.0,3.0,39.0,,75.0,0,1.0,2.0,6.0,,1.0,,5.0,4.0,1.0
2010.0,72520.0,12.0,16.0,2.0,1.0,3.0,61.0,16.0,43.0,1,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,
2010.0,119606.06532,12.0,16.0,,1.0,3.0,53.0,12.0,45.0,0,1.0,1.0,3.0,2.0,1.0,,1.0,4.0,
2010.0,12302.5,11.0,12.0,,2.0,2.0,46.0,,29.0,0,3.0,1.0,2.0,2.0,3.0,2.0,7.0,4.0,1.0
2010.0,7122.5,,10.0,2.0,1.0,1.0,24.0,3.0,38.0,1,1.0,1.0,4.0,,3.0,2.0,1.0,4.0,3.0
2010.0,23310.0,12.0,12.0,2.0,3.0,2.0,31.0,12.0,25.0,0,1.0,1.0,2.0,,3.0,,2.0,4.0,3.0
2010.0,119606.06532,12.0,16.0,,1.0,3.0,64.0,13.0,37.0,0,3.0,5.0,2.0,1.0,1.0,,1.0,4.0,
2010.0,16835.0,12.0,16.0,3.0,2.0,3.0,38.0,12.0,63.0,0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0
2010.0,51800.0,12.0,16.0,,3.0,2.0,31.0,,62.0,1,2.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0
2010.0,28490.0,12.0,15.0,2.0,2.0,3.0,50.0,12.0,28.0,1,2.0,4.0,4.0,2.0,2.0,3.0,7.0,4.0,
2010.0,119606.06532,12.0,16.0,1.0,2.0,3.0,25.0,16.0,61.0,1,2.0,1.0,2.0,1.0,2.0,,2.0,4.0,2.0
2010.0,119606.06532,12.0,16.0,2.0,1.0,3.0,60.0,14.0,47.0,1,2.0,1.0,5.0,,2.0,2.0,1.0,4.0,
2010.0,5827.5,,14.0,2.0,2.0,2.0,64.0,12.0,55.0,1,1.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,
2010.0,34965.0,12.0,13.0,2.0,2.0,2.0,48.0,,48.0,0,2.0,1.0,4.0,,2.0,2.0,2.0,4.0,2.0
2010.0,62160.0,12.0,12.0,,1.0,2.0,50.0,12.0,49.0,1,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,3.0
2010.0,16835.0,12.0,13.0,2.0,2.0,2.0,61.0,14.0,20.0,1,3.0,5.0,3.0,,3.0,,2.0,4.0,1.0
2010.0,1813.0,3.0,17.0,3.0,2.0,1.0,37.0,6.0,24.0,1,3.0,5.0,4.0,,3.0,,2.0,4.0,
2010.0,1036.0,2.0,16.0,,2.0,2.0,32.0,16.0,24.0,1,1.0,5.0,5.0,1.0,3.0,,2.0,4.0,3.0
2010.0,19425.0,12.0,16.0,3.0,2.0,2.0,31.0,12.0,26.0,0,1.0,5.0,2.0,2.0,3.0,,4.0,4.0,
2010.0,259.0,1.0,19.0,2.0,2.0,3.0,,20.0,27.0,1,1.0,5.0,5.0,,1.0,,6.0,4.0,3.0
2010.0,34965.0,12.0,20.0,2.0,1.0,3.0,68.0,,48.0,1,1.0,1.0,2.0,1.0,2.0,,1.0,4.0,2.0
2010.0,72520.0,12.0,16.0,1.0,1.0,3.0,49.0,10.0,54.0,0,1.0,3.0,3.0,,2.0,,1.0,4.0,
2010.0,62160.0,12.0,17.0,,1.0,3.0,55.0,19.0,64.0,0,1.0,1.0,1.0,1.0,1.0,,5.0,4.0,1.0
2010.0,259.0,1.0,15.0,3.0,3.0,2.0,,,23.0,0,3.0,5.0,3.0,2.0,2.0,,6.0,4.0,
2010.0,3885.0,7.0,13.0,,2.0,1.0,,3.0,73.0,1,1.0,3.0,4.0,1.0,2.0,6.0,5.0,4.0,
2010.0,23310.0,12.0,12.0,,2.0,2.0,35.0,12.0,30.0,1,3.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0
2010.0,8417.5,10.0,13.0,3.0,2.0,2.0,28.0,12.0,53.0,0,2.0,1.0,7.0,,3.0,2.0,5.0,4.0,2.0
2010.0,28490.0,12.0,15.0,,2.0,2.0,24.0,14.0,39.0,1,1.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,
2010.0,14245.0,12.0,13.0,2.0,3.0,2.0,25.0,,39.0,1,2.0,5.0,4.0,,2.0,,1.0,4.0,
2010.0,28490.0,12.0,12.0,,1.0,2.0,46.0,16.0,50.0,1,3.0,5.0,4.0,,1.0,,1.0,4.0,1.0
2010.0,119606.06532,12.0,20.0,2.0,3.0,3.0,65.0,18.0,65.0,1,1.0,1.0,6.0,,1.0,2.0,5.0,4.0,3.0
2010.0,51800.0,12.0,12.0,,1.0,2.0,39.0,11.0,51.0,0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,
2010.0,16835.0,12.0,12.0,2.0,2.0,2.0,40.0,3.0,29.0,1,1.0,5.0,4.0,2.0,2.0,,4.0,4.0,2.0
2010.0,9712.5,10.0,12.0,3.0,2.0,2.0,24.0,15.0,20.0,0,3.0,5.0,,,3.0,,1.0,4.0,
2010.0,34965.0,12.0,12.0,3.0,3.0,3.0,35.0,3.0,50.0,1,1.0,3.0,4.0,,3.0,2.0,2.0,4.0,3.0
2010.0,119606.06532,12.0,12.0,2.0,3.0,3.0,45.0,11.0,72.0,0,1.0,1.0,4.0,,1.0,3.0,2.0,4.0,
2010.0,42735.0,12.0,13.0,,3.0,3.0,35.0,12.0,68.0,1,2.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,1.0
2010.0,,,14.0,1.0,2.0,2.0,44.0,12.0,41.0,1,1.0,1.0,4.0,,3.0,1.0,4.0,4.0,3.0
2010.0,42735.0,12.0,20.0,2.0,1.0,4.0,72.0,20.0,63.0,1,1.0,1.0,6.0,1.0,1.0,1.0,5.0,4.0,3.0
2010.0,119606.06532,12.0,16.0,,1.0,4.0,39.0,16.0,62.0,1,1.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0
2010.0,7122.5,,15.0,1.0,2.0,1.0,47.0,,52.0,0,3.0,5.0,1.0,1.0,2.0,,5.0,4.0,1.0
2010.0,62160.0,12.0,16.0,2.0,2.0,3.0,33.0,,39.0,0,1.0,1.0,3.0,,2.0,1.0,1.0,4.0,
2010.0,23310.0,12.0,,,2.0,3.0,38.0,,46.0,1,3.0,1.0,2.0,2.0,2.0,,1.0,4.0,
2010.0,51800.0,12.0,11.0,2.0,2.0,3.0,28.0,16.0,19.0,1,1.0,5.0,4.0,2.0,2.0,,2.0,4.0,2.0
2010.0,23310.0,12.0,16.0,1.0,2.0,3.0,48.0,16.0,45.0,1,1.0,5.0,4.0,,3.0,,4.0,4.0,
2010.0,14245.0,12.0,17.0,3.0,2.0,3.0,72.0,12.0,72.0,1,1.0,4.0,6.0,1.0,2.0,1.0,5.0,1.0,
2010.0,5827.5,,6.0,,2.0,3.0,,,77.0,0,3.0,2.0,4.0,2.0,1.0,3.0,7.0,1.0,
2010.0,,,12.0,2.0,1.0,2.0,53.0,12.0,26.0,0,1.0,1.0,4.0,1.0,2.0,,7.0,1.0,1.0
2010.0,34965.0,12.0,20.0,1.0,2.0,2.0,61.0,12.0,48.0,1,1.0,3.0,2.0,,2.0,3.0,1.0,1.0,
2010.0,23310.0,12.0,13.0,,2.0,3.0,31.0,12.0,65.0,1,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0
2010.0,14245.0,12.0,12.0,,1.0,2.0,48.0,,79.0,0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,
2010.0,,,16.0,3.0,2.0,,37.0,,82.0,1,2.0,3.0,2.0,1.0,2.0,6.0,5.0,1.0,1.0
2010.0,,,12.0,,3.0,1.0,24.0,12.0,51.0,1,2.0,5.0,5.0,2.0,2.0,,1.0,1.0,1.0
2010.0,19425.0,12.0,16.0,1.0,2.0,2.0,31.0,16.0,38.0,0,2.0,3.0,3.0,,2.0,1.0,1.0,1.0,3.0
2010.0,14245.0,12.0,13.0,2.0,3.0,2.0,46.0,,46.0,0,2.0,5.0,6.0,2.0,3.0,,1.0,1.0,2.0
2010.0,28490.0,12.0,12.0,3.0,2.0,3.0,36.0,12.0,47.0,1,1.0,5.0,3.0,,2.0,3.0,1.0,1.0,
2010.0,19425.0,12.0,12.0,,2.0,2.0,17.0,12.0,40.0,0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0
2010.0,42735.0,12.0,14.0,,2.0,2.0,45.0,12.0,56.0,1,1.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0
2010.0,9712.5,10.0,12.0,1.0,3.0,2.0,26.0,12.0,79.0,0,1.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,
2010.0,16835.0,12.0,12.0,1.0,1.0,2.0,35.0,12.0,43.0,0,1.0,1.0,2.0,,2.0,3.0,6.0,1.0,
2010.0,4662.0,,10.0,,2.0,1.0,24.0,12.0,37.0,0,2.0,5.0,5.0,2.0,2.0,,3.0,1.0,1.0
2010.0,34965.0,12.0,12.0,1.0,3.0,3.0,50.0,12.0,30.0,0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,
2010.0,23310.0,12.0,10.0,2.0,2.0,2.0,33.0,,29.0,1,2.0,5.0,3.0,,3.0,1.0,4.0,1.0,3.0
2010.0,8417.5,10.0,12.0,,1.0,4.0,35.0,,79.0,0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,
2010.0,12302.5,11.0,12.0,4.0,1.0,2.0,46.0,10.0,71.0,1,1.0,1.0,4.0,1.0,3.0,2.0,5.0,1.0,3.0
2010.0,34965.0,12.0,12.0,,1.0,3.0,,,20.0,1,2.0,5.0,2.0,3.0,3.0,,6.0,1.0,1.0
2010.0,28490.0,12.0,14.0,2.0,2.0,2.0,37.0,,40.0,0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,
2010.0,119606.06532,12.0,14.0,2.0,3.0,3.0,38.0,20.0,27.0,1,3.0,5.0,6.0,,3.0,,1.0,1.0,2.0
2010.0,3885.0,7.0,12.0,,3.0,3.0,50.0,,85.0,0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,
2010.0,28490.0,12.0,18.0,1.0,1.0,4.0,38.0,11.0,62.0,0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0
2010.0,19425.0,12.0,,3.0,2.0,2.0,61.0,,29.0,0,2.0,5.0,6.0,,3.0,3.0,1.0,1.0,
2010.0,3367.0,6.0,12.0,,2.0,3.0,25.0,12.0,30.0,1,2.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0
2010.0,23310.0,12.0,18.0,2.0,2.0,3.0,44.0,14.0,28.0,0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,
2010.0,8417.5,10.0,14.0,2.0,1.0,2.0,32.0,,80.0,0,3.0,2.0,1.0,,2.0,2.0,7.0,1.0,1.0
2010.0,34965.0,12.0,18.0,2.0,2.0,2.0,60.0,,27.0,0,2.0,5.0,4.0,1.0,2.0,,1.0,1.0,3.0
2010.0,34965.0,12.0,,,2.0,2.0,36.0,7.0,38.0,0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0
2010.0,28490.0,12.0,13.0,2.0,1.0,2.0,37.0,12.0,35.0,0,3.0,1.0,7.0,,2.0,3.0,7.0,1.0,3.0
2010.0,2849.0,5.0,4.0,2.0,2.0,3.0,24.0,12.0,32.0,1,3.0,5.0,6.0,,2.0,,2.0,1.0,
2010.0,34965.0,12.0,20.0,,1.0,3.0,47.0,,67.0,0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,
2010.0,11007.5,11.0,12.0,2.0,3.0,2.0,28.0,,69.0,0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0
2010.0,,,16.0,2.0,2.0,3.0,45.0,12.0,55.0,1,1.0,3.0,6.0,,2.0,,1.0,1.0,
2010.0,14245.0,12.0,12.0,,2.0,2.0,47.0,,40.0,0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0
2010.0,51800.0,12.0,16.0,,2.0,3.0,74.0,12.0,81.0,1,1.0,5.0,2.0,1.0,1.0,,5.0,1.0,
2010.0,42735.0,12.0,14.0,,2.0,3.0,64.0,,56.0,0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0
2010.0,28490.0,12.0,13.0,,1.0,3.0,16.0,12.0,19.0,1,1.0,5.0,4.0,2.0,1.0,,6.0,1.0,
2010.0,5827.5,,16.0,1.0,2.0,2.0,47.0,16.0,25.0,0,1.0,5.0,5.0,1.0,2.0,,6.0,1.0,2.0
2010.0,23310.0,12.0,16.0,1.0,2.0,3.0,43.0,20.0,27.0,1,1.0,5.0,5.0,,1.0,,1.0,1.0,
2010.0,19425.0,12.0,12.0,,1.0,3.0,,13.0,18.0,1,2.0,5.0,6.0,1.0,2.0,,,1.0,3.0
2010.0,51800.0,12.0,20.0,4.0,1.0,3.0,61.0,12.0,35.0,0,2.0,5.0,3.0,,1.0,,1.0,1.0,3.0
2010.0,28490.0,12.0,12.0,,2.0,2.0,39.0,12.0,51.0,1,1.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0
2010.0,,,10.0,,1.0,2.0,,12.0,19.0,0,1.0,5.0,4.0,2.0,3.0,1.0,7.0,1.0,
2010.0,,,13.0,4.0,3.0,3.0,49.0,12.0,50.0,1,1.0,3.0,4.0,,3.0,3.0,1.0,3.0,
2010.0,62160.0,12.0,16.0,,2.0,3.0,44.0,19.0,53.0,0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
2010.0,3367.0,6.0,13.0,1.0,2.0,2.0,,12.0,53.0,0,1.0,3.0,4.0,,3.0,4.0,4.0,3.0,
2010.0,7122.5,,13.0,,2.0,3.0,43.0,16.0,67.0,1,1.0,3.0,2.0,1.0,3.0,,5.0,3.0,2.0
2010.0,11007.5,11.0,12.0,,2.0,2.0,25.0,6.0,40.0,0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0
2010.0,34965.0,12.0,16.0,2.0,2.0,3.0,64.0,12.0,59.0,1,1.0,5.0,3.0,,2.0,,7.0,3.0,2.0
2010.0,5827.5,,14.0,2.0,1.0,2.0,,12.0,54.0,0,1.0,1.0,2.0,,1.0,,7.0,3.0,1.0
2010.0,34965.0,12.0,12.0,,2.0,2.0,42.0,,55.0,1,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0
2010.0,11007.5,5.0,10.0,1.0,1.0,3.0,44.0,14.0,29.0,1,3.0,1.0,5.0,2.0,2.0,,4.0,3.0,
2010.0,4662.0,,14.0,,1.0,4.0,45.0,11.0,66.0,1,2.0,3.0,,1.0,1.0,1.0,5.0,3.0,
2010.0,,,12.0,1.0,2.0,3.0,35.0,12.0,77.0,1,3.0,3.0,1.0,2.0,1.0,,5.0,3.0,3.0
2010.0,11007.5,11.0,12.0,1.0,3.0,2.0,35.0,,43.0,1,2.0,5.0,6.0,,3.0,4.0,1.0,3.0,
2010.0,8417.5,10.0,12.0,3.0,1.0,2.0,25.0,,45.0,0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,
2010.0,3885.0,7.0,4.0,,3.0,1.0,,,69.0,1,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,
2010.0,16835.0,12.0,,2.0,2.0,2.0,37.0,5.0,54.0,1,1.0,4.0,6.0,1.0,3.0,2.0,1.0,3.0,2.0
2010.0,23310.0,12.0,14.0,1.0,1.0,2.0,54.0,6.0,46.0,0,1.0,1.0,4.0,,2.0,,1.0,3.0,
2010.0,11007.5,11.0,11.0,2.0,3.0,2.0,29.0,,40.0,1,1.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,
2010.0,,,5.0,1.0,1.0,2.0,40.0,,72.0,1,1.0,1.0,2.0,,3.0,,5.0,3.0,3.0
2010.0,11007.5,11.0,12.0,,1.0,2.0,22.0,12.0,60.0,0,3.0,1.0,6.0,2.0,3.0,4.0,7.0,3.0,
2010.0,19425.0,12.0,12.0,3.0,2.0,3.0,31.0,12.0,81.0,1,1.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0
